country,year,award_category,rank_no,score,process,total_value,weight_kg,acidity_str_agg,aroma_flavor_str_agg,other_str_agg,overall_str_agg,characteristics_str_agg
mexico,2017,coe,9,88.6,,,,"blueberry,concord grape,malic,citric,soft,delicate","maple syrup,blackcurrant,dried fruits,brown sugar,buttery,lemon tea,kiwi,orange,caramel,green apple,tangerine,marshmallow,strawberry","viscous,lavender,rose,clean,lemon,lapsang souchong,sweet tea,toasted fruit","viscous,lavender,rose,clean,lemon,lapsang souchong,sweet tea,toasted fruit","viscous,lavender,rose,clean,lemon,lapsang souchong,sweet tea,toasted fruit"
mexico,2017,coe,20,86.9,,,,"red grape,tartaric acid,apple acid,malic acid","chocolate,caramel,sugar cane,caramel,cocoa,prune,spiced,cranberry,almond,bakers chocolate,red berry,condensed milk","black tea,viscous,tannic","black tea,viscous,tannic","black tea,viscous,tannic"
mexico,2017,coe,19,87.05,,,,"caramel,soft mandarin orange,delicate,mango","sparkling,sugar cane,vanilla,marzipan,black tea,orangepeel,papaya,caramel,roasted nut","nougat,dried fruit,black tea,toffee,creamy,balanced,cedar,cola","nougat,dried fruit,black tea,toffee,creamy,balanced,cedar,cola","nougat,dried fruit,black tea,toffee,creamy,balanced,cedar,cola"
mexico,2017,nw,33,84.6,,,,,,,,
mexico,2017,nw,24,85.48,,,,,,,,
mexico,2017,nw,26,85.68,,,,,,,,
mexico,2017,nw,27,85.53,,,,,,,,
mexico,2017,nw,32,84.63,,,,,,,,
mexico,2017,nw,30,85.23,,,,,,,,
mexico,2017,nw,29,85.33,,,,,,,,
mexico,2017,coe,11,88.25,,,,"complete acidity,tartaric,orange","ripe,raspberry,mango,cherry,coffee pulp,banana,wine,pineapple,red wine,grape,raspberry leaf,raisin,sangria,buttery,full aroma,bubble gum,plum","cane sugar,tropical fruits,cedar,papaya,ripe banana,fermented pineapple,strawberry cheesecake,aged rum","cane sugar,tropical fruits,cedar,papaya,ripe banana,fermented pineapple,strawberry cheesecake,aged rum","cane sugar,tropical fruits,cedar,papaya,ripe banana,fermented pineapple,strawberry cheesecake,aged rum"
mexico,2017,coe,5,90.1,,,,"plush,juicy,tropical,transparent,malic,berry,increased on cool,everlasting","black currant,blackberry,red berry,apricot,honey crisp apple,golden raisin,vanilla,sweet tea,condensed milk,rosewater,plum,red apple,persimmon,fragrant","peach,creamy,big,juicy mouthfeel,very sweet,sugars,bright,velvety body,hefty body,consistent,clean,resinous,mature fruit","peach,creamy,big,juicy mouthfeel,very sweet,sugars,bright,velvety body,hefty body,consistent,clean,resinous,mature fruit","peach,creamy,big,juicy mouthfeel,very sweet,sugars,bright,velvety body,hefty body,consistent,clean,resinous,mature fruit"
mexico,2018,nw,30,85.53,Lavado,,,,,,,
mexico,2018,nw,31,85.43,Honey,,,,,,,
mexico,2018,nw,29,85.63,Lavado,,,,,,,
mexico,2019,nw,,86.75,NATURAL,,510,,,,,
mexico,2019,nw,,86.8,WASHED,,630,,,,,
mexico,2019,nw,,86.79,WASHED,,504,,,,,
mexico,2019,nw,,86.89,NATURAL,,900,,,,,
mexico,2021,nw,,86.81,Natural,3174.64,360,"lemon,lemon,lemon,citric acid,citric acid,bright,grapefruit,red grape","green tea,green tea,lemon,lemon,peach,peach,apricot,black tea,brown spice,brown sugar,burnt sugar,cane sugar,cedar,cherry,cinnamon,herb,jasmine,lemon,lime,lemon peel,lemon tea,mandarin orange,melon,passion fruit,pineapple,plum","berry,chocolate,raspberry,sweet,strawberry jam","berry,chocolate,raspberry,sweet,strawberry jam","berry,chocolate,raspberry,sweet,strawberry jam"
mexico,2021,nw,,86.64,Semi-Washed,1944.47,210,"citric acid,citric acid,citric acid,citrus fruit,grape,green,lemon,sweet,tartaric","caramel,caramel,cardamom caraway,cardamom caraway,cedar,cedar,jasmine,jasmine,smoky,smoky,apricot,bakers chocolate,biscuity,brown sugar,cacao,citrus,cocoa powder,cypress,dark chocolate,green grape,green tea,green tea,stem,honey,lemon,lime,licorice anise,molasses,nutty,pipe tobacco,salty,sugar cane,tangerine,white grape,wood smoke","caramelized,cucumber,peach","caramelized,cucumber,peach","caramelized,cucumber,peach"
mexico,2021,nw,,86.47,Natural,5965.71,660,"bright,citric acid,lemon,malic acid,mild","grapefruit,grapefruit,green tea,green tea,nutty,nutty,red apple,red apple,apple,apricot,brown sugar,cherry,floral,green grape,green plum,honey,lemon,lime,lemongrass,low impact,melon,orange,papery,peach,peanuts,pineapple,roasted peanuts,sweet aromatics,tea rose","balanced,clean,orange","balanced,clean,orange","balanced,clean,orange"
mexico,2021,nw,,86.67,Washed,3174.64,360,"citric acid,citric acid,citrus,citrus fruit,lemon,lime,soft,sweet","floral,floral,floral,lime,lime,milk chocolate,milk chocolate,nutty,nutty,bakers chocolate,bergamot,berry,black tea,brown sugar,burnt sugar,citrus,grapefruit,jasmine,mandarin orange,nut,pacamara like,papery,passion fruit,peach,raisin,yellow apricot","berry,lemon,lime","berry,lemon,lime","berry,lemon,lime"
mexico,2021,nw,,86.92,Washed,3461.92,383,"malic acid,malic acid,bright","herb,herb,almond,bakers chocolate,black cherry,burnt sugar,caramel,dark chocolate,green grape,green tea,stem,honey,jasmine,lemon,lemon,lime,licorice anise,lime,lychee,mandarin orange,melon,molasses,mouth drying,nectarine,panela,pear,pineapple,spice,star fruit,sweet lemon,sweet pea,vanilla,whiskey","grapefruit,lemon,lime,lemongrass","grapefruit,lemon,lime,lemongrass","grapefruit,lemon,lime,lemongrass"
mexico,2021,nw,,87.06,Honey,5555.64,630,"malic acid,malic acid,bright,grapefruit,lime","dried dates,dried dates,milk chocolate,milk chocolate,peach,peach,strawberry,strawberry,apricot,bakers chocolate,balanced,bittersweet chocolate,burnt sugar,cane sugar,cherry,chocolate,figs,floral,green,green grape,honey,juicy,kiwi,lemon,lime,lychee,maple syrup,melon,milky,nut,salty,stone fruit,vanilla",simple,simple,simple
mexico,2021,nw,,87.03,Semi-Washed,1851.88,210,"malic acid,malic acid,malic acid,black tea,citric acid,green grape,lemon,medium","caramel,caramel,lychee,lychee,pear,pear,apple,apricot,bittersweet chocolate,black pepper,cane sugar,cherry,dark chocolate,fresh butter,green plum,honey,lemon,lime,milk chocolate,nut,peach,pipe tobacco,roasted walnut,stone fruit,white grape","green plum,lemon,lime,sweet,sugary","green plum,lemon,lime,sweet,sugary","green plum,lemon,lime,sweet,sugary"
mexico,2022,nw,,87.13,Washed,4226.28,270,"malic acid,citric acid,elegant,lemon,lemon,lime","floral,lime,apple,apricot,bakers chocolate,black tea,brown spice,brown sugar,cacao nibs,cinnamon,coconut,cranberry,green apple,guava,kiwi,malty,melting caramel,melon,molasses,overall sweet,papaya,peach,watermelon,white grape","nice acidity and flavours,thick body,round mouthfeel","nice acidity and flavours,thick body,round mouthfeel","nice acidity and flavours,thick body,round mouthfeel"
mexico,2022,nw,,86.93,Natural,3928.65,270,"citric acid,malic acid,grape,lime","caramel,apple,lemongrass,papaya,raspberry,sugarcane,black cherry,cacao nib,cherry,chocolate,chocolate,cinnamon,cream,dried dates,floral,floral,grapefruit,lime,mandarin orange,molasses,orange peel,passion fruit,peanuts,pear,sweet spice,tea like,tropical fruit","round,sweet,juicy,mango,cherry,tropical","round,sweet,juicy,mango,cherry,tropical","round,sweet,juicy,mango,cherry,tropical"
mexico,2022,nw,,86.87,Washed,2453.74,210,"malic acid,citric acid,red apple","chocolate,red apple,apple,black tea,brown sugar,caramel,green apple,milk chocolate,pear,apricot,brown spice,cantaloupe,cherry,dark chocolate,dried fruit,floral,fruity,honeydew,juicy fruit gum,orange,peach,plum,prone,vanilla,yogurt","sweet,sugary,complex,chocolatey,long aftertaste","sweet,sugary,complex,chocolatey,long aftertaste","sweet,sugary,complex,chocolatey,long aftertaste"
mexico,2022,nw,,87.17,Natural,6448.52,450,"citric acid,malic acid,citrus fruit,lemon,lime","caramel,black cherry,black tea,cacao nibs,bakers chocolate,berry,blackberry,blueberry,brown spice,brown sugar,casis,chocolate,dark,dried fruit,grapefruit,green apple,interesting,jasmine,lychee,milk chocolate,peach,raisin,red grape,red wine,roasty,rose,stone fruit,strawberry,tobacco,vanilla,winey","dark chocolate,milk chocolate,tropical flavor","dark chocolate,milk chocolate,tropical flavor","dark chocolate,milk chocolate,tropical flavor"
rwanda,2008,coe,18,85.55,,17381.24,,"citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,fruit acidity,fruit acidity,fruit acidity,fruit acidity,fruit acidity,fruit acidity","aroma,lemon peel,aroma,lemon peel,aroma,lemon peel,citrus,citrus,citrus,citrus,citrus,floral,floral,floral,honeysuckle,honeysuckle,molasses,molasses,maple,maple,black currant,black currant,black currant,black currant,black currant,floral,tea,floral,tea,floral,tea,floral,tea,floral,tea,plum,plum,cream,cream,cream,cream,round,round,round,round,round,round,silky,silky,silky,delicate,delicate,delicate,rich,rich,rich","citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,fruit acidity,fruit acidity,fruit acidity,fruit acidity,fruit acidity,fruit acidity","citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,fruit acidity,fruit acidity,fruit acidity,fruit acidity,fruit acidity,fruit acidity","citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,citric acidity,fruit acidity,fruit acidity,fruit acidity,fruit acidity,fruit acidity,fruit acidity"
rwanda,2008,coe,9,87.98,,16805.84,,"citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,malic,malic,malic,vibrant,vibrant,vibrant,vibrant,vibrant","vanilla,vanilla,vanilla,vanilla,vanilla,vanilla,soft floral,soft floral,soft floral,soft floral,soft floral,praline,praline,praline,praline,praline,candied,candied,candied,candied,candied,light honey,light honey,light honey,light honey,light honey,cocoa,cocoa,sugar,sugar,sugar,sugar,flavor,red apple,flavor,red apple,flavor,red apple,flavor,red apple,flavor,red apple,flavor,red apple,flavor,red apple,flavor,red apple,flavor,red apple,flavor,red apple,flavor,red apple,orange,orange,orange,orange,orange,orange,dark fruits,dark fruits,dark fruits,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,dark grape,dark grape,smooth,smooth,smooth,smooth,smooth,smooth,smooth,smooth,smooth,smooth,smooth,smooth,smooth,lingering,lingering,lingering,round,round,round,round,round","citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,malic,malic,malic,vibrant,vibrant,vibrant,vibrant,vibrant","citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,malic,malic,malic,vibrant,vibrant,vibrant,vibrant,vibrant","citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,citric,malic,malic,malic,vibrant,vibrant,vibrant,vibrant,vibrant"
rwanda,2008,coe,8,88.07,,18155.07,,"tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric","milk chocolate,milk chocolate,milk chocolate,milk chocolate,milk chocolate,milk chocolate,milk chocolate,milk chocolate,flowery,flowery,flowery,flowery,flowery,flowery,flowery,flowery,maple,maple,maple,caramel,caramel,caramel,marzipan,tea,tea,basmati rice,basmati rice,herbal,herbal,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,green grape,green grape,green grape,green grape,green grape,green grape,green grape,red currant,red currant,red currant,red currant,red currant,red currant,red currant,flowery,flowery,flowery,flowery,flowery,flowery,ylang ylang,ylang ylang,ylang ylang,supple,supple,supple,supple,supple,supple,creamy,creamy,creamy,creamy,silky,silky,silky","tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric","tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric","tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric"
rwanda,2008,coe,1,92.07,,52381.83,,"complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,sparkling,sparkling,sparkling,sparkling,massively sweet,graceful","wild honey,wild honey,wild honey,wild honey,wild honey,wild honey,wild honey,wild honey,wild honey,wild honey,fruit candy,fruit candy,fruit candy,fruit candy,fruit candy,fruit candy,caramel,caramel,caramel,caramel,caramel,caramel,sweet vanilla,sweet vanilla,sweet vanilla,sweet vanilla,sweet vanilla,sweet vanilla,jasmine,jasmine,jasmine,jasmine,jasmine,orange,orange,orange,floral,floral,floral,floral,floral,floral,floral,cherry,cherry,cherry,cherry,cherry,cane sugar,cane sugar,cane sugar,toffee,toffee,toffee,toffee,lemon,lemon,lemon,lemon,lemon,cane sugar,cane sugar,cane sugar,cane sugar,cane sugar,cane sugar,cane sugar,cane sugar,cane sugar,cane sugar,cane sugar,green orange,green orange,green orange,green orange,green orange,green orange,green orange,green orange,green orange,peach,peach,peach,peach,peach,peach,peach,peach,peach,peach,green apple,green apple,green apple,green apple,green apple,caramel,caramel,caramel,caramel,caramel,white peach,white peach,white peach,white peach,white peach,white peach,white peach,orange blossom,orange blossom,orange blossom,orange blossom,myer lemon,myer lemon,myer lemon,sweet lemon,sweet lemon,sweet lemon,sweet lemon,grapes,grapes,grapes,grapes,grapes,grapes,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,syrupy,long finish,long finish,long finish,long finish,long finish,long finish,long finish,long finish,long finish,long finish,long finish,long finish,long finish,long finish,long finish,buttery,buttery,buttery,buttery,buttery,buttery,buttery,buttery,buttery,juicy,juicy,juicy,juicy,juicy,juicy,juicy,creamy,creamy,creamy,creamy,delicate,delicate,delicate","complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,sparkling,sparkling,sparkling,sparkling,massively sweet,graceful","complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,sparkling,sparkling,sparkling,sparkling,massively sweet,graceful","complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,very sweet,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,clean,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,well balanced,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,tartaric,sparkling,sparkling,sparkling,sparkling,massively sweet,graceful"
rwanda,2008,coe,16,85.86,,11805.75,,"delicate,delicate,delicate,delicate,delicate,delicate,malic,malic,malic,malic,malic,malic,malic","caramel,caramel,caramel,caramel,caramel,caramel,caramel,caramel,caramel,caramel,floral,floral,floral,floral,butter,butter,spice,spice,orange blossom,orange blossom,vanilla,vanilla,cherry,cherry,cherry,cherry,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,sweet citric,sweet citric,sweet citric,sweet citric,sweet citric,sweet citric,sweet citric,sweet citric,sweet citric,sweet citric,sweet citric,sweet citric,green apple,green apple,green apple,green apple,green apple,green apple,green apple,green apple,green apple,green apple,lime,lime,lime,lime,lime,lime,darjeeling tea,darjeeling tea,honey,honey,honey,creamy,creamy,creamy,creamy,creamy,creamy,creamy,creamy,creamy,mouth coating,mouth coating,smooth,smooth,smooth,smooth","delicate,delicate,delicate,delicate,delicate,delicate,malic,malic,malic,malic,malic,malic,malic","delicate,delicate,delicate,delicate,delicate,delicate,malic,malic,malic,malic,malic,malic,malic","delicate,delicate,delicate,delicate,delicate,delicate,malic,malic,malic,malic,malic,malic,malic"
